UserID,Gender,Age,FavoriteMusicType,WeeklyListeningHours,PaidSubscription,ListeningPlatform,Country,SubscriptionType,GenrePreferenceLevel,DeviceType,ListeningTimeOfDay,NumberOfPlaylists
8637,Female,34,Jazz,10,Yes,NetEase Cloud,China,Premium,Medium,Mobile,Evening,33
8638,Male,35,Chill,25,Yes,YouTube Music,Australia,Free,Medium,Tablet,Evening,20
8639,Male,38,Chill,14,Yes,NetEase Cloud,China,Premium,High,Mobile,Morning,13
8640,Female,20,Pop,14,No,Spotify,Brazil,Student,Medium,PC,Evening,74
8641,Female,19,Rock,9,No,YouTube Music,UK,Premium,High,Tablet,Night,74
8642,Male,18,Oldies,12,Yes,YouTube Music,Australia,Free,Medium,PC,Afternoon,58
8643,Female,27,Traditional,5,No,Apple Music,India,Family,Medium,PC,Evening,40
8644,Male,36,Rock,9,No,NetEase Cloud,Germany,Premium,Medium,Mobile,Evening,24
8645,Male,34,K-Pop,5,Yes,Apple Music,China,Free,Medium,Mobile,Evening,10
8646,Female,29,J-Pop,11,Yes,Spotify,Germany,Free,Medium,PC,Night,53
8647,Female,18,Pop,19,No,NetEase Cloud,China,Student,High,Mobile,Morning,81
8648,Female,29,J-Pop,27,No,YouTube Music,UK,Family,Medium,PC,Afternoon,87
8649,Female,34,J-Pop,30,No,YouTube Music,Japan,Family,High,Mobile,Evening,18
8650,Male,41,Chill,28,Yes,Apple Music,Australia,Family,High,Tablet,Afternoon,11
8651,Female,20,Pop,18,Yes,Spotify,Australia,Free,Medium,Mobile,Afternoon,91
8652,Female,28,Pop,27,Yes,Apple Music,India,Family,Medium,PC,Evening,40
8653,Male,34,Pop,13,No,Apple Music,China,Premium,Medium,Tablet,Morning,11
8654,Male,40,Chill,12,Yes,NetEase Cloud,Germany,Premium,High,Mobile,Morning,7
8655,Male,43,Traditional,12,No,YouTube Music,Japan,Premium,Low,Mobile,Afternoon,27
8656,Female,20,Pop,7,No,Apple Music,India,Student,Low,PC,Morning,45
8657,Male,25,Chill,30,Yes,Spotify,USA,Free,High,PC,Morning,71
8658,Female,37,Traditional,24,Yes,YouTube Music,France,Family,Medium,Tablet,Evening,38
8659,Female,21,Oldies,8,No,Spotify,India,Free,Medium,PC,Morning,34
8660,Female,38,Traditional,21,Yes,NetEase Cloud,Japan,Free,High,Mobile,Evening,36
8661,Female,39,Oldies,10,No,Amazon Music,Japan,Family,Medium,Mobile,Morning,19
8662,Male,24,Jazz,6,No,Apple Music,Japan,Premium,High,Tablet,Night,100
8663,Male,31,Pop,13,Yes,QQ Music,China,Free,Medium,Mobile,Night,11
8664,Male,31,Chill,18,Yes,YouTube Music,India,Family,Medium,Mobile,Evening,14
8665,Male,21,Traditional,5,No,Spotify,India,Premium,High,PC,Night,65
8666,Male,33,Oldies,21,Yes,NetEase Cloud,Germany,Family,Low,Mobile,Afternoon,14
8667,Female,41,Traditional,15,Yes,Amazon Music,India,Family,Low,Mobile,Afternoon,5
8668,Female,39,Traditional,30,Yes,NetEase Cloud,India,Premium,Low,Tablet,Evening,28
8669,Female,18,Chill,10,No,QQ Music,China,Premium,Medium,Mobile,Morning,99
8670,Female,34,Oldies,5,Yes,Amazon Music,Japan,Free,Low,Tablet,Evening,15
8671,Male,42,Traditional,23,No,Amazon Music,Japan,Free,Low,Mobile,Morning,30
8672,Female,27,EDM,20,Yes,QQ Music,China,Premium,Low,Mobile,Morning,95
8673,Female,39,Traditional,30,Yes,Amazon Music,Germany,Family,Low,Tablet,Afternoon,22
8674,Female,33,Traditional,22,Yes,Amazon Music,Korea,Premium,Low,Mobile,Afternoon,21
8675,Female,33,Traditional,15,Yes,NetEase Cloud,Brazil,Premium,Low,Mobile,Morning,23
8676,Female,43,Oldies,13,No,YouTube Music,Germany,Premium,High,Tablet,Evening,18
8677,Female,25,Pop,25,No,YouTube Music,Korea,Free,Low,PC,Night,48
8678,Male,24,Rock,10,Yes,YouTube Music,UK,Family,Medium,Mobile,Evening,68
8679,Male,45,Traditional,6,Yes,YouTube Music,USA,Free,High,Mobile,Morning,30
8680,Female,23,K-Pop,12,No,Spotify,Australia,Free,Medium,Mobile,Night,33
8681,Female,33,Jazz,26,Yes,NetEase Cloud,China,Premium,Low,Mobile,Evening,36
8682,Female,37,K-Pop,20,Yes,YouTube Music,France,Premium,Low,Mobile,Afternoon,8
8683,Female,33,Traditional,12,Yes,NetEase Cloud,Australia,Free,Low,Tablet,Morning,32
8684,Female,24,Jazz,12,No,YouTube Music,Japan,Student,Medium,Tablet,Night,55
8685,Male,26,Chill,18,Yes,Apple Music,Japan,Premium,Low,Mobile,Evening,46
8686,Male,31,Oldies,5,No,YouTube Music,Germany,Family,Low,Mobile,Morning,33
8687,Female,28,J-Pop,11,Yes,Apple Music,Japan,Free,Low,PC,Morning,75
8688,Male,43,Chill,6,Yes,YouTube Music,France,Premium,Low,Tablet,Afternoon,15
8689,Female,43,Rock,19,Yes,NetEase Cloud,France,Free,Low,Mobile,Evening,30
8690,Female,31,Traditional,28,No,YouTube Music,UK,Family,Low,Mobile,Morning,15
8691,Male,24,Rock,22,No,QQ Music,China,Free,High,Mobile,Morning,57
8692,Male,18,K-Pop,8,No,Apple Music,India,Free,Low,Mobile,Evening,75
8693,Male,43,Oldies,22,Yes,Amazon Music,USA,Free,High,Mobile,Night,30
8694,Male,42,Oldies,27,Yes,Amazon Music,Korea,Premium,Low,Mobile,Evening,19
8695,Female,30,Oldies,9,Yes,YouTube Music,Australia,Free,High,Tablet,Evening,18
8696,Male,37,Rock,20,Yes,YouTube Music,Australia,Premium,Medium,Mobile,Evening,29
8697,Male,20,EDM,17,No,YouTube Music,USA,Premium,Medium,Mobile,Morning,96
8698,Male,37,Pop,13,Yes,Apple Music,China,Free,High,Mobile,Evening,5
8699,Female,21,Rock,9,No,QQ Music,China,Free,Low,PC,Morning,43
8700,Female,43,Chill,12,Yes,Apple Music,China,Free,Medium,Mobile,Morning,12
8701,Female,28,Rock,22,Yes,Apple Music,France,Free,Medium,Tablet,Evening,40
8702,Male,19,EDM,7,No,Apple Music,India,Free,Low,PC,Afternoon,61
8703,Male,31,Chill,10,Yes,NetEase Cloud,China,Free,Medium,Mobile,Afternoon,21
8704,Male,29,Rock,15,Yes,Apple Music,Australia,Free,High,Mobile,Afternoon,64
8705,Female,34,Rock,27,Yes,Amazon Music,Germany,Premium,Low,Mobile,Morning,15
8706,Male,29,EDM,18,No,Spotify,UK,Family,High,Mobile,Morning,62
8707,Male,43,Traditional,30,Yes,Amazon Music,Japan,Family,High,Mobile,Night,15
8708,Female,29,J-Pop,28,Yes,YouTube Music,USA,Family,Low,Tablet,Afternoon,52
8709,Male,18,K-Pop,23,No,Apple Music,USA,Family,Medium,PC,Evening,44
8710,Male,30,Chill,11,Yes,Amazon Music,USA,Premium,High,Mobile,Night,8
8711,Male,31,Oldies,28,Yes,NetEase Cloud,France,Family,Medium,Mobile,Night,34
8712,Male,41,Jazz,14,Yes,YouTube Music,Korea,Free,High,Mobile,Morning,40
8713,Female,19,K-Pop,19,Yes,Spotify,France,Premium,Low,Mobile,Evening,75
8714,Female,29,EDM,10,Yes,Apple Music,Australia,Family,Low,PC,Morning,45
8715,Female,43,Traditional,24,No,QQ Music,China,Family,Low,Mobile,Afternoon,22
8716,Male,38,Oldies,10,Yes,YouTube Music,Australia,Family,Medium,Mobile,Afternoon,21
8717,Male,45,Traditional,20,Yes,Amazon Music,Korea,Family,High,Mobile,Evening,15
8718,Female,33,EDM,13,Yes,Apple Music,India,Family,Low,Tablet,Night,7
8719,Male,21,Oldies,23,Yes,Apple Music,France,Family,High,Tablet,Evening,32
8720,Female,25,EDM,22,Yes,YouTube Music,Australia,Premium,High,Tablet,Morning,89
8721,Female,19,EDM,9,Yes,YouTube Music,Germany,Free,Low,Mobile,Morning,43
8722,Male,27,Rock,20,Yes,YouTube Music,France,Family,High,Mobile,Night,38
8723,Female,26,J-Pop,11,Yes,Spotify,USA,Family,High,Tablet,Morning,37
8724,Female,40,Traditional,23,Yes,Apple Music,China,Family,Low,Mobile,Morning,14
8725,Female,32,Oldies,9,Yes,Apple Music,Australia,Premium,High,Mobile,Evening,34
8726,Female,30,Rock,24,Yes,Apple Music,India,Family,Low,Tablet,Afternoon,23
8727,Female,40,Oldies,15,Yes,Amazon Music,USA,Premium,Medium,Tablet,Evening,34
8728,Female,34,Pop,27,Yes,Amazon Music,USA,Premium,High,Mobile,Evening,15
8729,Male,33,Traditional,22,No,Apple Music,Japan,Free,Low,Mobile,Night,8
8730,Female,45,Traditional,11,No,Apple Music,Japan,Premium,Medium,Mobile,Night,30
8731,Female,19,Rock,22,Yes,Apple Music,Japan,Free,High,PC,Night,100
8732,Male,37,Traditional,7,No,NetEase Cloud,Korea,Family,Low,Tablet,Afternoon,30
8733,Male,37,Traditional,9,No,QQ Music,China,Family,High,Mobile,Evening,12
8734,Female,44,Chill,27,Yes,Apple Music,China,Family,Medium,Mobile,Evening,17
8735,Male,31,Oldies,17,Yes,Amazon Music,Korea,Family,High,Mobile,Morning,25
8736,Male,20,J-Pop,20,No,QQ Music,China,Premium,Low,Mobile,Evening,35
8737,Female,40,Oldies,26,Yes,Amazon Music,Korea,Free,High,Tablet,Night,24
8738,Male,29,Pop,16,Yes,Apple Music,USA,Premium,High,Mobile,Night,61
8739,Female,25,Pop,11,No,Spotify,France,Family,High,Tablet,Evening,74
8740,Female,19,J-Pop,26,No,Apple Music,Germany,Premium,Medium,PC,Evening,42
8741,Female,21,Rock,17,Yes,YouTube Music,USA,Student,Medium,Mobile,Evening,92
8742,Female,31,Traditional,5,No,Apple Music,USA,Family,High,Mobile,Evening,39
8743,Male,33,Jazz,19,Yes,NetEase Cloud,China,Free,Medium,Mobile,Morning,6
8744,Female,36,Jazz,25,No,Apple Music,Korea,Premium,Medium,Mobile,Night,23
8745,Male,19,Chill,16,Yes,Apple Music,USA,Free,Low,PC,Morning,33
8746,Male,29,K-Pop,21,Yes,YouTube Music,UK,Premium,Medium,PC,Night,76
8747,Female,31,Chill,27,No,YouTube Music,Korea,Free,Medium,Mobile,Night,19
8748,Female,23,Oldies,24,Yes,Apple Music,China,Student,Medium,PC,Afternoon,53
8749,Male,30,Oldies,9,Yes,NetEase Cloud,UK,Premium,High,Mobile,Night,24
8750,Female,21,Rock,21,Yes,Spotify,UK,Premium,High,Mobile,Night,34
8751,Female,39,Oldies,28,Yes,YouTube Music,UK,Family,Medium,Mobile,Evening,6
8752,Female,35,Traditional,19,No,Amazon Music,USA,Premium,Low,Mobile,Evening,40
8753,Male,29,J-Pop,24,Yes,YouTube Music,Korea,Free,Medium,Tablet,Morning,95
8754,Male,37,Jazz,23,Yes,NetEase Cloud,UK,Free,Low,Mobile,Afternoon,21
8755,Male,44,Jazz,5,No,Apple Music,Germany,Free,Low,Mobile,Night,37
8756,Male,39,Jazz,8,Yes,Amazon Music,France,Family,Medium,Mobile,Night,5
8757,Female,38,Traditional,7,Yes,YouTube Music,Australia,Free,Low,Mobile,Evening,33
8758,Female,36,Oldies,12,Yes,Apple Music,Japan,Family,Low,Tablet,Morning,9
8759,Male,25,Traditional,13,Yes,YouTube Music,Japan,Free,Low,PC,Morning,38
8760,Male,24,EDM,16,Yes,Apple Music,Australia,Family,Medium,Tablet,Evening,80
8761,Male,33,Jazz,9,Yes,Amazon Music,USA,Free,Low,Tablet,Evening,13
8762,Male,36,Rock,13,No,YouTube Music,India,Family,Medium,Mobile,Night,27
8763,Male,23,Traditional,5,Yes,Apple Music,China,Premium,High,Tablet,Afternoon,68
8764,Female,37,Jazz,27,No,Amazon Music,Japan,Free,Medium,Mobile,Morning,30
8765,Male,44,Chill,15,No,NetEase Cloud,Japan,Family,High,Tablet,Morning,34
8766,Male,38,Traditional,11,Yes,Amazon Music,Brazil,Family,High,Mobile,Evening,36
8767,Female,28,EDM,26,No,Spotify,Germany,Family,Medium,Mobile,Evening,31
8768,Female,22,Pop,24,Yes,YouTube Music,Japan,Student,High,PC,Morning,56
8769,Female,33,Traditional,29,No,Apple Music,China,Family,Medium,Mobile,Afternoon,5
8770,Male,24,Traditional,18,Yes,Apple Music,Japan,Free,Medium,Mobile,Night,51
8771,Female,44,EDM,7,Yes,NetEase Cloud,Korea,Family,Low,Mobile,Night,28
8772,Male,22,Chill,15,No,Apple Music,China,Free,High,PC,Morning,30
8773,Male,28,J-Pop,21,No,Apple Music,Japan,Premium,Medium,Tablet,Afternoon,36
8774,Female,32,Chill,22,Yes,Amazon Music,Korea,Premium,Medium,Mobile,Night,7
8775,Male,20,Oldies,23,Yes,Apple Music,France,Premium,High,PC,Night,44
8776,Male,43,Traditional,22,No,NetEase Cloud,Korea,Free,High,Mobile,Afternoon,15
8777,Female,22,Pop,10,Yes,Apple Music,China,Premium,High,PC,Afternoon,54
8778,Female,40,Jazz,19,Yes,YouTube Music,India,Free,High,Mobile,Morning,31
8779,Female,38,EDM,11,Yes,NetEase Cloud,Germany,Premium,Medium,Mobile,Evening,33
8780,Female,22,K-Pop,9,No,YouTube Music,India,Premium,High,PC,Evening,64
8781,Female,26,Rock,9,No,YouTube Music,France,Free,Medium,Mobile,Night,86
8782,Female,32,Chill,11,No,NetEase Cloud,Korea,Premium,High,Mobile,Morning,9
8783,Female,20,Rock,26,Yes,Apple Music,China,Free,Low,PC,Afternoon,32
8784,Female,23,J-Pop,16,No,Apple Music,France,Student,High,Tablet,Morning,53
8785,Female,34,Rock,12,Yes,NetEase Cloud,India,Free,High,Mobile,Evening,39
8786,Female,43,Traditional,29,No,Apple Music,Germany,Premium,Medium,Mobile,Afternoon,31
8787,Male,38,Jazz,22,Yes,QQ Music,China,Free,Medium,Mobile,Morning,16
8788,Male,25,Pop,22,Yes,Spotify,India,Family,Low,Tablet,Night,99
8789,Male,38,Traditional,21,No,NetEase Cloud,France,Family,Low,Mobile,Morning,11
8790,Female,42,Traditional,27,Yes,QQ Music,China,Premium,High,Tablet,Morning,7
8791,Male,28,Pop,15,Yes,Spotify,Korea,Family,Medium,Tablet,Afternoon,46
8792,Male,23,Rock,19,Yes,Apple Music,UK,Premium,High,Tablet,Afternoon,35
8793,Male,25,Jazz,24,No,Apple Music,USA,Free,Medium,PC,Night,46
8794,Male,27,J-Pop,29,Yes,YouTube Music,Japan,Free,Medium,PC,Night,91
8795,Male,41,Traditional,10,Yes,NetEase Cloud,USA,Family,Medium,Mobile,Morning,7
8796,Female,20,J-Pop,16,Yes,YouTube Music,Korea,Family,Medium,PC,Evening,72
8797,Female,40,Chill,27,No,Amazon Music,France,Family,Low,Mobile,Evening,7
8798,Female,31,Chill,11,Yes,Amazon Music,UK,Free,Medium,Mobile,Night,28
8799,Male,40,Traditional,12,No,Apple Music,France,Family,Low,Mobile,Afternoon,37
8800,Male,31,Traditional,8,No,Apple Music,China,Premium,Low,Mobile,Evening,25
8801,Female,27,Rock,7,Yes,Apple Music,Japan,Free,High,Tablet,Night,51
8802,Female,29,EDM,7,No,Apple Music,USA,Family,High,PC,Morning,88
8803,Female,23,Rock,14,Yes,QQ Music,China,Free,Low,PC,Afternoon,52
8804,Male,29,K-Pop,28,Yes,YouTube Music,UK,Free,Low,Mobile,Morning,59
8805,Female,40,Traditional,19,Yes,YouTube Music,Japan,Premium,Low,Mobile,Morning,37
8806,Female,31,Jazz,17,Yes,Amazon Music,Brazil,Premium,Medium,Mobile,Afternoon,34
8807,Female,19,Oldies,23,No,Spotify,UK,Student,Medium,Mobile,Morning,53
8808,Female,26,EDM,12,No,YouTube Music,UK,Family,Low,Tablet,Evening,48
8809,Female,27,Oldies,22,No,Apple Music,France,Free,Low,Tablet,Morning,89
8810,Male,43,Traditional,9,No,Amazon Music,Brazil,Premium,Low,Mobile,Morning,23
8811,Male,34,J-Pop,25,Yes,NetEase Cloud,China,Premium,High,Mobile,Evening,32
8812,Female,34,Jazz,11,Yes,Amazon Music,UK,Family,High,Tablet,Night,8
8813,Male,20,J-Pop,9,Yes,YouTube Music,India,Free,Medium,Mobile,Afternoon,73
8814,Female,36,EDM,29,No,Amazon Music,India,Family,Medium,Mobile,Afternoon,33
8815,Female,18,J-Pop,23,Yes,Apple Music,France,Family,High,Mobile,Evening,66
8816,Male,29,K-Pop,29,No,Spotify,Korea,Family,Medium,Mobile,Morning,89
8817,Male,24,Oldies,21,No,Apple Music,USA,Free,Medium,Tablet,Evening,94
8818,Male,21,J-Pop,23,No,Spotify,UK,Free,Low,Mobile,Afternoon,45
8819,Male,27,Chill,8,Yes,Spotify,Korea,Family,Low,Tablet,Afternoon,74
8820,Female,30,Oldies,26,Yes,QQ Music,China,Family,High,Mobile,Night,25
8821,Male,19,Chill,30,Yes,Apple Music,France,Family,Low,PC,Morning,83
8822,Female,27,Pop,28,No,Spotify,Japan,Free,Medium,Tablet,Evening,65
8823,Female,38,Oldies,11,Yes,YouTube Music,Germany,Family,Low,Mobile,Morning,28
8824,Female,39,Chill,28,No,NetEase Cloud,UK,Premium,Medium,Mobile,Afternoon,27
8825,Female,42,Chill,26,No,Amazon Music,Korea,Family,High,Mobile,Afternoon,27
8826,Female,21,J-Pop,10,Yes,YouTube Music,Japan,Family,Low,Tablet,Morning,96
8827,Male,35,Traditional,18,Yes,Amazon Music,India,Free,High,Mobile,Morning,9
8828,Female,22,J-Pop,26,Yes,Apple Music,UK,Free,Low,Mobile,Afternoon,63
8829,Male,36,Chill,23,Yes,Apple Music,Australia,Premium,Low,Mobile,Evening,15
8830,Female,19,Traditional,30,No,Spotify,France,Student,Low,Mobile,Afternoon,52
8831,Male,29,Rock,24,Yes,Apple Music,Korea,Family,High,PC,Morning,79
8832,Male,34,Chill,15,Yes,QQ Music,China,Free,Low,Mobile,Evening,6
8833,Female,27,Jazz,26,Yes,YouTube Music,USA,Free,Medium,Tablet,Night,92
8834,Female,19,Rock,11,Yes,YouTube Music,Australia,Free,Low,Tablet,Morning,52
8835,Male,23,K-Pop,7,Yes,YouTube Music,UK,Free,Low,Mobile,Morning,85
8836,Female,25,Pop,24,No,Spotify,Brazil,Free,Medium,Tablet,Night,41
8837,Female,36,Traditional,26,Yes,Amazon Music,Brazil,Free,High,Mobile,Night,37
8838,Male,28,Pop,21,No,YouTube Music,Brazil,Family,High,Mobile,Evening,96
8839,Male,42,Chill,15,Yes,NetEase Cloud,India,Free,Medium,Mobile,Afternoon,32
8840,Female,29,EDM,19,Yes,Apple Music,USA,Family,Low,Mobile,Night,94
8841,Female,26,Pop,11,No,Spotify,Korea,Family,Medium,PC,Morning,98
8842,Female,19,Pop,19,Yes,Apple Music,Australia,Premium,Medium,PC,Morning,92
8843,Female,25,J-Pop,21,Yes,Apple Music,Germany,Premium,Low,PC,Afternoon,56
8844,Male,43,Chill,15,Yes,Apple Music,Germany,Premium,Medium,Mobile,Afternoon,26
8845,Male,28,EDM,16,No,Apple Music,UK,Family,High,Tablet,Evening,59
8846,Female,45,Oldies,17,Yes,Amazon Music,USA,Family,High,Mobile,Afternoon,40
8847,Male,38,Oldies,30,Yes,Amazon Music,Brazil,Family,High,Tablet,Afternoon,38
8848,Male,21,K-Pop,15,Yes,Apple Music,China,Student,Medium,PC,Morning,34
8849,Male,27,Pop,15,Yes,QQ Music,China,Free,Low,PC,Morning,36
8850,Male,38,Jazz,29,Yes,NetEase Cloud,China,Premium,High,Tablet,Afternoon,28
8851,Male,37,Oldies,30,No,NetEase Cloud,India,Free,Low,Mobile,Evening,7
8852,Male,33,Traditional,13,No,NetEase Cloud,UK,Premium,Low,Mobile,Night,22
8853,Male,25,Pop,15,Yes,Apple Music,USA,Premium,High,Tablet,Night,86
8854,Female,21,J-Pop,29,Yes,Apple Music,China,Free,Medium,Mobile,Evening,71
8855,Female,27,K-Pop,8,Yes,Apple Music,Korea,Family,High,Mobile,Morning,44
8856,Male,29,EDM,6,Yes,Spotify,USA,Premium,Medium,Mobile,Night,59
8857,Male,31,Oldies,27,No,YouTube Music,Japan,Family,Low,Mobile,Evening,28
8858,Male,33,Rock,8,Yes,Apple Music,USA,Free,High,Mobile,Night,39
8859,Male,39,Oldies,18,Yes,YouTube Music,Brazil,Premium,High,Tablet,Evening,29
8860,Male,35,Pop,9,Yes,Amazon Music,Japan,Family,Medium,Mobile,Morning,23
8861,Female,38,Oldies,21,Yes,Amazon Music,USA,Premium,Medium,Mobile,Afternoon,32
8862,Male,39,Traditional,16,Yes,Amazon Music,Germany,Family,Low,Tablet,Afternoon,32
8863,Female,38,Chill,30,No,Apple Music,France,Family,High,Mobile,Morning,9
8864,Female,29,Rock,10,Yes,Spotify,India,Family,High,PC,Morning,58
8865,Male,35,Traditional,16,Yes,Amazon Music,Australia,Free,High,Mobile,Morning,14
8866,Male,24,Chill,19,Yes,Apple Music,Korea,Premium,Medium,Mobile,Afternoon,48
8867,Male,37,Oldies,27,No,Amazon Music,UK,Family,Medium,Mobile,Evening,7
8868,Female,41,Chill,23,Yes,Apple Music,Germany,Free,High,Mobile,Afternoon,15
8869,Female,40,Jazz,14,Yes,YouTube Music,Japan,Family,Medium,Tablet,Afternoon,29
8870,Female,24,Oldies,6,Yes,YouTube Music,Japan,Family,Low,PC,Morning,56
8871,Male,26,EDM,16,Yes,Apple Music,Japan,Free,High,Mobile,Evening,60
8872,Male,18,Jazz,16,Yes,Spotify,UK,Free,High,PC,Night,82
8873,Male,43,Chill,30,Yes,Apple Music,Germany,Premium,Low,Tablet,Afternoon,16
8874,Male,23,Pop,11,Yes,YouTube Music,India,Free,High,Mobile,Evening,66
8875,Male,23,Traditional,5,Yes,Apple Music,India,Family,High,Tablet,Night,53
8876,Male,39,Oldies,22,Yes,Amazon Music,UK,Free,High,Tablet,Evening,24
8877,Female,29,Rock,7,No,Spotify,Brazil,Free,High,Mobile,Morning,70
8878,Female,39,Jazz,24,Yes,Apple Music,France,Family,Medium,Tablet,Evening,14
8879,Male,29,K-Pop,9,Yes,Spotify,Korea,Family,Low,PC,Afternoon,88
8880,Male,27,Rock,24,Yes,NetEase Cloud,China,Premium,High,PC,Night,86
8881,Female,40,Oldies,19,No,NetEase Cloud,Japan,Family,Medium,Mobile,Night,24
8882,Female,43,Chill,14,No,YouTube Music,Australia,Free,High,Mobile,Night,14
8883,Female,23,EDM,23,No,Apple Music,UK,Student,Medium,PC,Evening,62
8884,Male,34,Jazz,5,Yes,NetEase Cloud,Australia,Free,Medium,Mobile,Night,20
8885,Female,36,Traditional,11,No,Amazon Music,Japan,Family,Low,Mobile,Night,35
8886,Female,35,EDM,30,Yes,Amazon Music,Korea,Premium,Medium,Mobile,Morning,40
8887,Female,23,K-Pop,26,Yes,Apple Music,India,Premium,High,PC,Afternoon,56
8888,Female,41,EDM,22,Yes,NetEase Cloud,India,Family,Low,Tablet,Night,14
8889,Female,36,Oldies,6,Yes,Amazon Music,India,Free,Low,Mobile,Evening,28
8890,Male,27,Traditional,23,Yes,YouTube Music,India,Family,High,Mobile,Afternoon,75
8891,Male,41,Traditional,28,Yes,NetEase Cloud,China,Free,High,Mobile,Night,34
8892,Female,25,EDM,28,Yes,YouTube Music,India,Free,Low,PC,Afternoon,34
8893,Male,38,Oldies,14,No,Apple Music,USA,Free,Medium,Mobile,Night,39
8894,Male,41,Traditional,19,Yes,NetEase Cloud,Brazil,Family,Low,Mobile,Night,29
8895,Female,23,Oldies,14,Yes,Spotify,India,Free,Low,PC,Night,41
8896,Male,38,Traditional,30,No,Apple Music,Brazil,Family,High,Mobile,Morning,32
8897,Male,42,Chill,14,No,YouTube Music,India,Family,High,Mobile,Afternoon,22
8898,Female,24,Traditional,16,Yes,YouTube Music,UK,Premium,High,Mobile,Morning,49
8899,Female,41,Jazz,12,No,YouTube Music,Australia,Premium,Low,Mobile,Morning,29
8900,Male,18,Pop,27,Yes,YouTube Music,France,Premium,Low,PC,Evening,45
8901,Male,44,EDM,18,Yes,Apple Music,Japan,Family,High,Tablet,Night,16
8902,Male,35,Jazz,6,No,Apple Music,Korea,Family,Low,Mobile,Morning,24
8903,Female,41,Traditional,21,Yes,YouTube Music,Korea,Family,High,Mobile,Evening,32
8904,Male,45,Traditional,10,No,YouTube Music,Australia,Premium,Low,Mobile,Afternoon,27
8905,Male,42,Traditional,12,Yes,YouTube Music,Korea,Free,Medium,Mobile,Afternoon,24
8906,Female,37,Oldies,5,No,NetEase Cloud,Brazil,Free,High,Tablet,Morning,25
8907,Male,29,K-Pop,7,Yes,Apple Music,USA,Premium,Medium,Tablet,Evening,90
8908,Female,33,Oldies,19,No,YouTube Music,USA,Premium,High,Mobile,Night,40
8909,Male,27,J-Pop,21,Yes,Spotify,UK,Free,High,Mobile,Afternoon,94
8910,Female,44,Traditional,30,No,YouTube Music,Germany,Premium,Low,Mobile,Evening,21
8911,Male,27,EDM,29,Yes,Spotify,Korea,Family,High,Mobile,Afternoon,80
8912,Male,31,Oldies,11,No,Apple Music,France,Family,Medium,Mobile,Night,25
8913,Female,42,Oldies,18,No,NetEase Cloud,Australia,Premium,Medium,Tablet,Evening,18
8914,Female,37,Traditional,28,Yes,Amazon Music,Korea,Family,Low,Tablet,Night,14
8915,Female,27,Pop,29,No,YouTube Music,Brazil,Family,High,Tablet,Morning,70
8916,Female,27,J-Pop,7,Yes,Spotify,USA,Family,High,PC,Night,78
8917,Female,43,Traditional,30,Yes,YouTube Music,Australia,Free,Low,Tablet,Afternoon,9
8918,Female,42,Oldies,22,No,NetEase Cloud,Korea,Premium,High,Mobile,Morning,40
8919,Female,28,Oldies,26,No,Spotify,France,Family,High,Tablet,Night,78
8920,Male,40,Chill,9,Yes,NetEase Cloud,UK,Premium,Medium,Mobile,Morning,32
8921,Male,19,J-Pop,24,Yes,Spotify,Australia,Student,Medium,Mobile,Night,68
8922,Male,42,Traditional,26,Yes,Apple Music,USA,Family,Medium,Mobile,Evening,14
8923,Male,37,Chill,19,No,YouTube Music,Japan,Free,Medium,Mobile,Morning,22
8924,Male,25,K-Pop,10,No,YouTube Music,Korea,Family,High,Mobile,Night,55
8925,Male,40,Chill,7,No,Amazon Music,UK,Free,High,Mobile,Morning,35
8926,Male,24,Pop,22,Yes,Apple Music,France,Family,Medium,PC,Night,32
8927,Female,25,EDM,29,Yes,YouTube Music,Japan,Free,High,Mobile,Night,39
8928,Male,18,Rock,28,Yes,Spotify,India,Family,Low,Mobile,Morning,55
8929,Female,38,Traditional,24,No,NetEase Cloud,Australia,Family,Low,Mobile,Morning,11
8930,Male,19,EDM,26,No,Apple Music,Japan,Student,High,Mobile,Evening,40
8931,Female,35,EDM,7,No,Amazon Music,UK,Free,High,Mobile,Evening,34
